Aesthetic Appreciation and Spanish Art:	['3', '0', '4', '3', '-1', '-2']	['amod', 'root', 'cc', 'amod', 'conj', 'punct']
Water the mature basil plants once a day, in the morning, so the water has time to soak in and evaporate rather than sitting on the plants overnight.	['0', '5', '4', '3', '-2', '4', '3', '-5', '5', '4', '3', '-9', '6', '5', '3', '3', '-14', '1', '3', '0', '1', '3', '-1', '4', '1', '-1', '4', '3', '-1', '-2', '-28']	['root', 'det', 'amod', 'compound', 'obj', 'advmod', 'det', 'obl:tmod', 'punct', 'case', 'det', 'obl', 'punct', 'mark', 'det', 'nsubj', 'advcl', 'obj', 'mark', 'acl', 'compound:prt', 'cc', 'conj', 'cc', 'fixed', 'conj', 'case', 'det', 'obl', 'advmod', 'punct']
3 Pinch off flower heads.	['3', '0', '1', '3', '-1', '-2']	['dep', 'root', 'compound:prt', 'compound', 'obj', 'punct']
When you see flower buds, pinch them and two pairs of leaves under them off.	['4', '3', '6', '3', '0', '-1', '0', '1', '4', '3', '-1', '3', '0', '3', '0', '-7', '-8']	['mark', 'nsubj', 'advcl', 'compound', 'obj', 'punct', 'root', 'obj', 'cc', 'nummod', 'conj', 'case', 'nmod', 'case', 'nmod', 'compound:prt', 'punct']
Flowers blooming create a hormone change which dramatically reduces the flavor of the leaves, as well as reducing the amount of foliage which grows.	['4', '1', '0', '4', '3', '-1', '4', '3', '-1', '3', '0', '4', '3', '-1', '6', '5', '1', '0', '-8', '3', '0', '3', '0', '3', '-2', '-21']	['nsubj', 'acl', 'root', 'det', 'compound', 'obj', 'nsubj', 'advmod', 'acl:relcl', 'det', 'obj', 'case', 'det', 'nmod', 'punct', 'cc', 'fixed', 'fixed', 'conj', 'det', 'obj', 'case', 'nmod', 'nsubj', 'acl:relcl', 'punct']
"This is called"" bolting"" and is more likely to happen when there's extra sunshine."	['4', '3', '0', '3', '0', '1', '5', '4', '3', '-5', '3', '0', '4', '3', '-1', '3', '0', '-13']	['nsubj:pass', 'aux:pass', 'root', 'punct', 'xcomp', 'punct', 'cc', 'cop', 'advmod', 'conj', 'mark', 'xcomp', 'mark', 'expl', 'advcl', 'amod', 'nsubj', 'punct']
You'll notice that if you leave the flowers, the plant will become lanky and the leaves won't be as full or tasty.	['4', '3', '0', '12', '4', '3', '9', '3', '0', '-1', '3', '4', '3', '-9', '1', '9', '3', '7', '6', '5', '4', '3', '-7', '3', '0', '-21']	['nsubj', 'aux', 'root', 'mark', 'mark', 'nsubj', 'advcl', 'det', 'obj', 'punct', 'det', 'nsubj', 'aux', 'ccomp', 'xcomp', 'cc', 'det', 'nsubj', 'aux', 'advmod', 'cop', 'advmod', 'conj', 'cc', 'conj', 'punct']
4 Watch for pests and mold.	['3', '0', '3', '0', '3', '0', '-3']	['dep', 'root', 'case', 'obl', 'cc', 'conj', 'punct']
Basil plants are attractive to Japanese beetles	['3', '4', '3', '0', '4', '3', '-1']	['compound', 'nsubj', 'cop', 'root', 'case', 'amod', 'obl']
the best way to control these pests is to pick them off the plants by hand.	['4', '3', '9', '3', '0', '3', '0', '4', '3', '0', '1', '0', '3', '0', '3', '0', '-5']	['det', 'amod', 'nsubj', 'mark', 'acl', 'det', 'obj', 'cop', 'mark', 'root', 'obj', 'obl', 'det', 'dep', 'case', 'nmod', 'punct']
If your plants show signs of mold growth, they may not be getting adequate sunlight, or they may be too close together.	['5', '3', '3', '12', '1', '4', '3', '-1', '-3', '6', '5', '4', '3', '0', '3', '0', '8', '7', '6', '5', '4', '3', '-7', '1', '-9']	['mark', 'nmod:poss', 'nsubj', 'advcl', 'obj', 'case', 'compound', 'nmod', 'punct', 'nsubj', 'aux', 'advmod', 'aux', 'root', 'amod', 'obj', 'punct', 'cc', 'nsubj', 'aux', 'cop', 'advmod', 'conj', 'advmod', 'punct']
Weed out the smaller plants to give the larger ones more space.	['0', '1', '4', '3', '-2', '3', '-4', '4', '3', '-1', '3', '-3', '-10']	['root', 'compound:prt', 'det', 'amod', 'obj', 'mark', 'advcl', 'det', 'amod', 'iobj', 'amod', 'obj', 'punct']
Method 3 of 3: Harvesting and Using Basil	['0', '1', '3', '-1', '3', '-3', '3', '0', '-1']	['root', 'dep', 'case', 'nmod', 'punct', 'appos', 'cc', 'conj', 'obj']
1 Harvest and prune.	['3', '0', '3', '0', '-1']	['dep', 'root', 'cc', 'conj', 'punct']
As the plant matures, pinch off the top two pairs of leaves once a stalk reaches a reasonable height.	['5', '3', '3', '4', '1', '0', '1', '5', '4', '3', '-3', '3', '0', '5', '3', '3', '-2', '4', '3', '-1', '-13']	['mark', 'det', 'nsubj', 'advcl', 'punct', 'root', 'compound:prt', 'det', 'amod', 'nummod', 'obj', 'case', 'nmod', 'mark', 'det', 'nsubj', 'dep', 'det', 'amod', 'obj', 'punct']
If you look closely, at the base of every leaf are two tiny little leaves that will grow outwards if the stem growing between them is cut off.	['4', '3', '15', '1', '5', '4', '3', '-3', '4', '3', '-1', '6', '5', '4', '3', '0', '4', '3', '-1', '1', '9', '3', '7', '1', '3', '0', '3', '-7', '1', '-12']	['mark', 'nsubj', 'csubj', 'advmod', 'punct', 'case', 'det', 'obl', 'case', 'det', 'nmod', 'cop', 'nummod', 'amod', 'amod', 'root', 'nsubj', 'aux', 'acl:relcl', 'advmod', 'mark', 'det', 'nsubj:pass', 'acl', 'case', 'obl', 'aux:pass', 'advcl', 'compound:prt', 'punct']
Cut close to those tiny leaves, but be sure not to damage them.	['0', '1', '5', '4', '3', '-2', '5', '4', '3', '-7', '4', '3', '-1', '1', '-12']	['root', 'advmod', 'case', 'det', 'amod', 'nmod', 'punct', 'cc', 'cop', 'conj', 'advmod', 'mark', 'xcomp', 'obj', 'punct']
Pinching encourages the plant's energy to be directed into its stronger stems and leaves.	['0', '1', '3', '4', '1', '-3', '4', '3', '-1', '5', '4', '3', '-2', '3', '0', '-13']	['root', 'dep', 'det', 'nmod:poss', 'case', 'nsubj', 'mark', 'aux:pass', 'acl', 'case', 'nmod:poss', 'amod', 'obl', 'cc', 'conj', 'punct']
This helps the plants grow bushy.	['3', '0', '3', '3', '-1', '1', '-3']	['nsubj', 'root', 'det', 'nsubj', 'ccomp', 'xcomp', 'punct']
Don't pinch on the lower part of the stem, or the basil plants will grow tall and reedy.	['4', '3', '0', '5', '4', '3', '-2', '4', '3', '-1', '8', '7', '4', '3', '4', '3', '-12', '1', '3', '0', '-16']	['aux', 'advmod', 'root', 'case', 'det', 'amod', 'obl', 'case', 'det', 'nmod', 'punct', 'cc', 'det', 'compound', 'nsubj', 'aux', 'conj', 'xcomp', 'cc', 'conj', 'punct']
You want them to get bushy, so pinch from the top.	['3', '0', '1', '4', '3', '-2', '4', '3', '-5', '4', '3', '-1', '-9']	['nsubj', 'root', 'obj', 'mark', 'dep', 'xcomp', 'punct', 'advmod', 'ccomp', 'case', 'det', 'obl', 'punct']
2 Enjoy the basil fresh.	['3', '0', '3', '0', '-1', '-2']	['dep', 'root', 'det', 'obj', 'xcomp', 'punct']
Rinse off the leaves and use the basil to make pesto or a Caprese salad with tomatoes and fresh mozzarella cheese.	['0', '1', '3', '-1', '3', '-3', '3', '0', '3', '-2', '1', '5', '4', '3', '-2', '3', '-5', '5', '4', '3', '-2', '-19']	['root', 'compound:prt', 'det', 'obj', 'cc', 'conj', 'det', 'obj', 'mark', 'advcl', 'obj', 'cc', 'det', 'compound', 'conj', 'case', 'obl', 'cc', 'amod', 'compound', 'conj', 'punct']
3 Store the basil in the refrigerator.	['3', '0', '3', '0', '4', '3', '-3', '-4']	['dep', 'root', 'det', 'obj', 'case', 'det', 'obl', 'punct']
You'll probably have more basil than you could possibly eat fresh, so plan on storing some in the fridge.	['5', '4', '3', '0', '3', '0', '6', '5', '4', '3', '-5', '1', '4', '3', '-2', '3', '0', '1', '4', '3', '-1', '-16']	['nsubj', 'aux', 'advmod', 'root', 'amod', 'obj', 'mark', 'nsubj', 'aux', 'advmod', 'advcl', 'xcomp', 'punct', 'advmod', 'dep', 'mark', 'advcl', 'obj', 'case', 'det', 'nmod', 'punct']
Wash the leaves, dry them well, and wrap them in paper towels.	['0', '3', '0', '3', '-2', '1', '0', '4', '3', '-7', '1', '4', '3', '-2', '-12']	['root', 'det', 'obj', 'punct', 'conj', 'obj', 'advmod', 'punct', 'cc', 'conj', 'obj', 'case', 'compound', 'obl', 'punct']
Place them in a food storage container with an airtight lid.	['0', '1', '6', '5', '4', '3', '-4', '5', '4', '3', '-2', '-9']	['root', 'obj', 'case', 'det', 'compound', 'compound', 'obl', 'case', 'det', 'amod', 'nmod', 'punct']
4 Freeze the basil.	['3', '0', '3', '0', '-1']	['dep', 'root', 'det', 'obj', 'punct']
Freezing the leaves whole doesn't work very well, but if you puree it first you can freeze it for months.	['8', '3', '0', '-1', '4', '3', '0', '3', '0', '6', '5', '4', '3', '-11', '1', '0', '4', '3', '-3', '1', '3', '-1', '-14']	['csubj', 'det', 'obj', 'xcomp', 'aux', 'advmod', 'root', 'advmod', 'advmod', 'punct', 'cc', 'mark', 'nsubj', 'conj', 'obj', 'advmod', 'nsubj', 'aux', 'ccomp', 'obj', 'case', 'obl', 'punct']
Place the basil in a blender with a little water.	['0', '3', '0', '4', '3', '-3', '5', '4', '3', '-2', '-8']	['root', 'det', 'obj', 'case', 'det', 'obl', 'case', 'det', 'amod', 'nmod', 'punct']
Puree it until smooth, then put it in a food storage bag and freeze until you need it.	['0', '1', '0', '1', '4', '3', '-4', '1', '6', '5', '4', '3', '-4', '3', '-12', '4', '3', '-1', '1', '-17']	['root', 'obj', 'obl', 'xcomp', 'punct', 'advmod', 'conj', 'obj', 'case', 'det', 'compound', 'compound', 'obl', 'cc', 'conj', 'mark', 'nsubj', 'advcl', 'obj', 'punct']
How to Hypnotize a Chicken	['4', '3', '0', '3', '0']	['mark', 'mark', 'root', 'det', 'obj']
Anyone who's spent a lot of time on a farm with chickens is probably familiar with this trick.	['17', '4', '3', '-1', '3', '0', '3', '0', '4', '3', '-5', '3', '-7', '4', '3', '0', '4', '3', '-1', '-2']	['nsubj', 'nsubj', 'aux', 'acl:relcl', 'det', 'obj', 'case', 'nmod', 'case', 'det', 'obl', 'case', 'obl', 'cop', 'advmod', 'root', 'case', 'det', 'obl', 'punct']
Those who've never heard of this will be amazed to see a chicken lie perfectly still after these instructions are followed.	['11', '5', '4', '3', '-2', '3', '0', '4', '3', '0', '3', '0', '3', '3', '-3', '3', '0', '6', '3', '4', '3', '-5', '-11']	['nsubj', 'nsubj', 'aux', 'advmod', 'acl:relcl', 'case', 'obl', 'aux', 'aux:pass', 'root', 'mark', 'xcomp', 'det', 'nsubj', 'ccomp', 'amod', 'advmod', 'advmod', 'det', 'nsubj:pass', 'aux:pass', 'advcl', 'punct']
"Biologists think that fear causes this ""hypnosis,"" which may be an attempt to ""play dead"" to fool predators."	['3', '0', '4', '3', '-1', '4', '3', '-1', '1', '0', '6', '5', '4', '3', '-5', '4', '3', '-1', '1', '0', '3', '-5', '1', '-20']	['nsubj', 'root', 'mark', 'nsubj', 'ccomp', 'det', 'punct', 'obj', 'punct', 'punct', 'nsubj', 'aux', 'aux:pass', 'det', 'acl:relcl', 'mark', 'punct', 'xcomp', 'xcomp', 'punct', 'mark', 'acl', 'obj', 'punct']
Method One of Two: Hypnotizing a Chicken	['0', '1', '3', '-1', '3', '-3', '3', '0']	['root', 'dislocated', 'case', 'nmod', 'punct', 'appos', 'det', 'obj']
Hold the chicken down on a flat surface.	['0', '3', '0', '-1', '5', '4', '3', '-5', '-6']	['root', 'det', 'obj', 'compound:prt', 'case', 'det', 'amod', 'obl', 'punct']
Hold the chicken with one hand supporting the breast.	['0', '3', '0', '4', '3', '-3', '1', '3', '0', '-7']	['root', 'det', 'obj', 'case', 'nummod', 'obl', 'acl', 'det', 'obj', 'punct']
Place it down so that its breast is carrying its weight and rests on the ground.	['0', '1', '3', '-1', '6', '3', '-4', '3', '-6', '3', '0', '3', '-2', '4', '3', '-1', '-14']	['root', 'obj', 'advmod', 'advmod', 'mark', 'nmod:poss', 'obj', 'aux', 'xcomp', 'nmod:poss', 'obj', 'cc', 'conj', 'case', 'det', 'obl', 'punct']
Continue to hold its feet so the grand experiment can continue.	['0', '3', '0', '3', '0', '-3', '4', '3', '4', '3', '-8', '-9']	['root', 'mark', 'xcomp', 'nmod:poss', 'obj', 'advmod', 'det', 'amod', 'nsubj', 'aux', 'acl:relcl', 'punct']
You can place the chicken on its breast instead.	['4', '3', '0', '3', '0', '4', '3', '-1', '-4', '-5']	['nsubj', 'aux', 'root', 'det', 'obj', 'case', 'nmod:poss', 'nmod', 'advmod', 'punct']
Press gently down on its back, and gently move its legs back if it tries to stand up.	['0', '3', '0', '4', '3', '-3', '5', '4', '3', '-7', '3', '0', '-1', '4', '3', '-13', '3', '0', '1', '-17']	['root', 'advmod', 'advmod', 'case', 'nmod:poss', 'obl', 'punct', 'cc', 'advmod', 'conj', 'nmod:poss', 'obj', 'advmod', 'mark', 'nsubj', 'advcl', 'mark', 'xcomp', 'compound:prt', 'punct']
Wiggle your finger.	['0', '3', '0', '-1']	['root', 'nmod:poss', 'obj', 'punct']
Hold the bird down gently with one hand.	['0', '3', '0', '-1', '1', '4', '3', '-5', '-6']	['root', 'det', 'obj', 'advmod', 'advmod', 'case', 'nummod', 'obl', 'punct']
Put one finger on your other hand just in front of its beak tip, without touching it.	['0', '3', '0', '5', '4', '3', '-2', '-5', '3', '-5', '5', '4', '3', '-2', '4', '3', '-5', '1', '-16']	['root', 'nummod', 'obj', 'case', 'nmod:poss', 'amod', 'nmod', 'advmod', 'case', 'nmod', 'case', 'nmod:poss', 'compound', 'nmod', 'punct', 'mark', 'acl', 'obj', 'punct']
Move the finger backward to about 4 inches (10 cm) away, then back again.	['0', '3', '0', '1', '5', '3', '3', '-5', '4', '3', '-1', '1', '-10', '3', '-12', '1', '0', '-15']	['root', 'det', 'obj', 'advmod', 'case', 'advmod', 'nummod', 'obl', 'punct', 'nummod', 'appos', 'punct', 'advmod', 'punct', 'advmod', 'advmod', 'advmod', 'punct']
Repeat until the chicken stops moving or squawking.	['0', '5', '3', '3', '-2', '1', '3', '0', '-6']	['root', 'mark', 'det', 'nsubj', 'advcl', 'advcl', 'cc', 'conj', 'punct']
Let go of its legs.	['0', '1', '4', '3', '-2', '-3']	['root', 'compound:prt', 'case', 'nmod:poss', 'obl', 'punct']
"The chicken should be ""hypnotized"" and cease to struggle."	['3', '6', '5', '4', '3', '0', '1', '3', '-1', '3', '0', '-4']	['det', 'nsubj', 'aux', 'aux:pass', 'punct', 'root', 'punct', 'cc', 'conj', 'mark', 'xcomp', 'punct']
It will lie there for anywhere from 30 seconds to several minutes.	['4', '3', '0', '1', '3', '-1', '4', '3', '-1', '4', '3', '-4', '-8']	['nsubj', 'aux', 'root', 'advmod', 'case', 'obl', 'case', 'nummod', 'nmod', 'case', 'amod', 'nmod', 'punct']
Draw a line in front of its beak instead.	['0', '3', '0', '3', '-2', '4', '3', '-1', '1', '-7']	['root', 'det', 'obj', 'case', 'obl', 'case', 'nmod:poss', 'nmod', 'advmod', 'punct']
If the chicken wasn't hypnotized, try this alternative.	['7', '3', '5', '4', '3', '4', '1', '0', '3', '0', '-1']	['mark', 'det', 'nsubj:pass', 'aux:pass', 'advmod', 'csubj', 'punct', 'root', 'det', 'obj', 'punct']
"Using chalk, a stick, or your finger, draw a line on the ground 12 "" (30 cm) long."	['12', '1', '4', '3', '-1', '5', '4', '3', '-5', '-7', '0', '3', '0', '4', '3', '-3', '3', '7', '4', '3', '-1', '1', '-5', '-11']	['advcl', 'obj', 'punct', 'det', 'conj', 'punct', 'cc', 'nmod:poss', 'conj', 'punct', 'root', 'det', 'obj', 'case', 'det', 'obl', 'nummod', 'nmod:npmod', 'punct', 'nummod', 'appos', 'punct', 'advmod', 'punct']
Start near the chicken's beak and draw the line slowly outward, in front of its head.	['0', '6', '3', '4', '1', '-3', '3', '-5', '3', '0', '-1', '-2', '4', '3', '-5', '4', '3', '-1', '-16']	['root', 'case', 'det', 'nmod:poss', 'case', 'obl', 'cc', 'conj', 'det', 'obj', 'advmod', 'advmod', 'punct', 'case', 'obl', 'case', 'nmod:poss', 'nmod', 'punct']
Wake it up by clapping.	['0', '1', '0', '3', '0', '-3']	['root', 'obj', 'compound:prt', 'mark', 'advcl', 'punct']
Be nice to your feathered friend and let it get back to its business.	['3', '0', '5', '4', '3', '-2', '3', '-4', '3', '0', '1', '4', '3', '-2', '-11']	['cop', 'root', 'case', 'nmod:poss', 'amod', 'obl', 'cc', 'conj', 'nsubj', 'ccomp', 'advmod', 'case', 'nmod:poss', 'obl', 'punct']
Clap your hands or give it a gentle shove until it jumps up and walks away.	['0', '3', '0', '3', '-2', '1', '4', '3', '-2', '4', '-8', '-9', '1', '3', '-1', '1', '-14']	['root', 'nmod:poss', 'obj', 'cc', 'conj', 'iobj', 'det', 'amod', 'obj', 'mark', 'obj', 'xcomp', 'compound:prt', 'cc', 'conj', 'advmod', 'punct']
Method Two of Two: Reducing Stress in the Chicken	['0', '1', '3', '-1', '3', '-3', '1', '4', '3', '-2']	['root', 'dep', 'case', 'nmod', 'punct', 'appos', 'obj', 'case', 'det', 'obl']
Understand the hypnotic effect.	['0', '4', '3', '-1', '-2']	['root', 'det', 'amod', 'obj', 'punct']
"Researchers call this effect ""tonic immobility""."	['3', '0', '3', '0', '4', '3', '-1', '1', '-5']	['nsubj', 'root', 'det', 'obj', 'punct', 'amod', 'appos', 'punct', 'punct']
"""When a chicken or another animal with this tendency becomes frightened, its heart rate lowers and it stops moving."	['18', '11', '3', '9', '4', '3', '-1', '4', '3', '-1', '8', '1', '0', '4', '3', '3', '0', '4', '3', '-1', '1', '-3']	['punct', 'mark', 'det', 'nsubj', 'cc', 'det', 'conj', 'case', 'det', 'nmod', 'advcl', 'xcomp', 'punct', 'nmod:poss', 'amod', 'nsubj', 'root', 'cc', 'nsubj', 'conj', 'xcomp', 'punct']
This may be an attempt to play dead, discouraging predators that prefer live prey.	['6', '5', '4', '3', '0', '3', '0', '1', '3', '-3', '1', '3', '0', '3', '0', '-9']	['nsubj', 'aux', 'cop', 'det', 'root', 'mark', 'acl', 'xcomp', 'punct', 'acl', 'obj', 'nsubj', 'acl:relcl', 'amod', 'obj', 'punct']
"Unlike an opossum, the chicken gives an unconvincing act, as it continues to blink and breathe in an obvious way."""	['4', '3', '5', '1', '3', '3', '0', '4', '3', '-1', '5', '4', '3', '-5', '3', '0', '3', '0', '5', '4', '3', '-4', '-14', '-15']	['case', 'det', 'nmod', 'punct', 'det', 'nsubj', 'root', 'det', 'amod', 'obj', 'punct', 'mark', 'nsubj', 'advcl', 'mark', 'xcomp', 'cc', 'conj', 'case', 'det', 'amod', 'obl', 'punct', 'punct']
Keep the chicken upright or on its side.	['0', '3', '0', '-1', '5', '4', '3', '-2', '-6']	['root', 'det', 'obj', 'advmod', 'cc', 'case', 'nmod:poss', 'conj', 'punct']
While it's not uncommon to transport a chicken by its feet, this upside-down hold risks breaking the chicken's hip.	['6', '5', '4', '3', '14', '3', '0', '3', '0', '4', '3', '-3', '-6', '4', '3', '3', '0', '1', '3', '4', '1', '-2', '-4']	['mark', 'expl', 'cop', 'advmod', 'advcl', 'mark', 'csubj', 'det', 'obj', 'case', 'nmod:poss', 'obl', 'punct', 'det', 'amod', 'nsubj', 'root', 'conj', 'det', 'nmod:poss', 'case', 'obj', 'punct']
"Hypnosis techniques that involve laying a chicken on its back may ""succeed"" by cutting off its air supply."	['3', '13', '3', '0', '1', '3', '0', '4', '3', '-1', '4', '3', '0', '1', '0', '1', '1', '4', '3', '-2', '-6']	['amod', 'nsubj', 'nsubj', 'acl:relcl', 'advcl', 'det', 'obj', 'case', 'nmod:poss', 'nmod', 'aux', 'punct', 'root', 'punct', 'obl', 'xcomp', 'compound:prt', 'nmod:poss', 'compound', 'obj', 'punct']
This can cause the chicken significant discomfort, leading to fainting or even, rarely, death.	['4', '3', '0', '3', '0', '3', '-2', '3', '0', '1', '0', '-1', '0', '3', '-2', '3', '-4', '-13']	['nsubj', 'aux', 'root', 'det', 'obj', 'amod', 'obl:npmod', 'punct', 'acl', 'obl', 'xcomp', 'cc', 'advmod', 'punct', 'advmod', 'punct', 'conj', 'punct']
Keep hypnosis short and infrequent.	['0', '1', '1', '3', '0', '-3']	['root', 'obj', 'amod', 'cc', 'conj', 'punct']
It's not completely clear how much stress this hypnosis causes.	['6', '5', '4', '3', '0', '3', '3', '-1', '3', '3', '-1', '-5']	['nsubj', 'cop', 'advmod', 'advmod', 'root', 'mark', 'amod', 'advcl', 'det', 'nsubj', 'acl', 'punct']
Even if it does, the chicken shouldn't suffer as long as you let it go soon afterward.	['5', '4', '3', '8', '1', '3', '5', '4', '3', '0', '3', '0', '4', '3', '-1', '3', '0', '3', '0', '-8']	['advmod', 'mark', 'nsubj', 'advcl', 'punct', 'det', 'nsubj', 'aux', 'advmod', 'root', 'advmod', 'advmod', 'mark', 'nsubj', 'advcl', 'nsubj', 'compound:prt', 'advmod', 'advmod', 'punct']
Hours of stress, or regular exposure to stressful situations, can cause serious health problems.	['14', '3', '0', '5', '4', '3', '-4', '4', '3', '-1', '-8', '3', '0', '4', '3', '-1', '-2']	['nsubj', 'case', 'nmod', 'punct', 'cc', 'amod', 'conj', 'case', 'amod', 'nmod', 'punct', 'aux', 'root', 'amod', 'amod', 'obj', 'punct']
Get your chickens used to humans and novelty.	['0', '3', '0', '1', '3', '0', '3', '0', '-6']	['root', 'nmod:poss', 'obj', 'acl', 'case', 'obl', 'cc', 'conj', 'punct']
Even prolonged eye contact seems to have an effect.	['6', '4', '3', '3', '0', '3', '0', '3', '0', '-3']	['advmod', 'amod', 'compound', 'nsubj', 'root', 'mark', 'xcomp', 'det', 'obj', 'punct']
Living in stimulating environments with new objects may also help.	['11', '4', '3', '-1', '4', '3', '-1', '4', '3', '0', '1']	['csubj', 'case', 'amod', 'obl', 'case', 'amod', 'nmod', 'aux', 'advmod', 'root', 'punct']
"Hens raise in battery cages stay ""hypnotized"" longer, possibly because of greater fear."	['7', '1', '4', '3', '-1', '0', '3', '0', '1', '-2', '7', '6', '5', '1', '3', '-8', '-9']	['nsubj', 'acl:relcl', 'case', 'compound', 'obl', 'root', 'punct', 'advcl', 'punct', 'advmod', 'punct', 'advmod', 'case', 'fixed', 'amod', 'obl', 'punct']
